No.;;Fast_Food;Sumber;Tipe;Jenis_Olahan;Label Daging;Label Sayur;Label Buah;Label Kacang;Bumbu;Singkong;Beras;Mie;Pengganti Nasi;Makanan Pokok;Label Snack;Lauk;Mentah;Label Minuman;Label Goreng;Rebus;Kukus;Panggang;Label Seafood;Label Tepung;Label Kuah;Label Pedas;Daging Ayam;Daging Kambing;Daging Babi;Daging Sapi;Ikan;Gambar
1372;Sosis hati sapi;Ya;Daging Sapi;Makanan Berat;Rebus;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;https://www.google.com/url?sa=i&url=https%3A%2F%2Fcookpad.com%2Fid%2Fresep%2F4588753-sosis-with-hati-sapi-sause-mayonnaise-ketopad&psig=AOvVaw0RoP9m_0wszxIKQnidsnXZ&ust=1702496671876000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCLiMorzUioMDFQAAAAAdAAAAABAD
1373;Sosis sapi;Ya;Daging Sapi;Makanan Berat;Rebus;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;https://www.mirotakampus.com/resources/assets/images/product_images/1577594276.1571380167.Sosis%20Sapi%201.jpg
1374;Sosis solo;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;https://awsimages.detik.net.id/community/media/visual/2023/05/01/resep-sosis-solo-isi-ayam_43.jpeg?w=1200
1375;Soto;Tidak;Daging Ayam, Daging Sapi;Makanan Berat;Rebus;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://cdn0-production-images-kly.akamaized.net/41v7Iqy-ckvq7J1KVt-hriA-zKQ=/800x450/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2386338/original/071662800_1539832399-8.jpg
1376;Soto ayam;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;
1377;Soto bandung;Tidak;Daging Sapi;Makanan Berat;Rebus;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;
1378;Soto bandung masakan;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://asset.kompas.com/crops/aq7SWhGNCO6UTombdviZuAchnCM=/3x0:700x465/750x500/data/photo/2021/04/21/607ff824cb839.jpg
1379;Soto banjar;Tidak;Daging Ayam;Makanan Berat;Rebus;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://upload.wikimedia.org/wikipedia/commons/e/e4/Soto_Banjar_ketupat.jpg
1380;Soto banjar masakan;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://www.masakapahariini.com/wp-content/uploads/2019/06/5.jpg
1381;Soto betawi;Tidak;Daging Sapi;Makanan Berat;Rebus;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://asset.kompas.com/crops/4cHVRsPOm6gAvoT1bCGBQNnxFlk=/0x0:1000x667/750x500/data/photo/2022/04/17/625be6a0e520b.jpg
1382;Soto betawi masakan;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://www.unileverfoodsolutions.co.id/dam/global-ufs/mcos/SEA/calcmenu/recipes/ID-recipes/soups/soto-betawi/main-header.jpg
1383;Soto dengan Daging;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://img.kurio.network/mjtADdO0Q-nnAohGaTqVBvp8rMc=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/21/03/01/0bfa7a3d-28f6-440f-907b-def23ccb96d9.jpe
1384;Soto jeroan;Tidak;Daging Sapi;Makanan Berat;Rebus;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://awsimages.detik.net.id/community/media/visual/2022/03/15/resep-soto-jeroan-sapi_43.jpeg?w=1200
1385;Soto jeroan masakan;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://awsimages.detik.net.id/community/media/visual/2022/03/15/resep-soto-jeroan-sapi_43.jpeg?w=1200
1386;Soto kudus;Tidak;Daging Ayam, Daging Kerbau;Makanan Berat;Rebus;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://awsimages.detik.net.id/community/media/visual/2019/11/29/c1da4697-6737-4e6f-9560-31363968faea.jpeg?w=600&q=90
1387;Soto kudus masakan;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://www.masakapahariini.com/wp-content/uploads/2020/02/soto-kudus-7.jpg
1388;Soto madura;Tidak;Daging Sapi;Makanan Berat;Rebus;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;https://www.masakapahariini.com/wp-content/uploads/2019/04/SOTO-MADURA.jpg
1389;Soto madura masakan;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;https://cdn.yummy.co.id/content-images/images/20210311/FyZCyT9dfZQGp9zNZhL2iuoQn9pA7hpK-31363135343538363836d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/format,webp
1390;Soto Makassar;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;https://nibble-images.b-cdn.net/nibble/original_images/coto-makassar.jpg
1391;Soto padang;Tidak;Daging Sapi;Makanan Berat;Rebus;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;https://awsimages.detik.net.id/community/media/visual/2022/03/31/resep-soto-padang_43.jpeg?w=600&q=90
1392;Soto padang masakan;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;https://topwisata.info/wp-content/uploads/2020/11/resep2Bsoto2Bpadang2B252812529.jpg
1393;Soto pekalongan;Tidak;Daging Sapi, Daging Kerbau, Kedelai;Makanan Berat;Rebus;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Soto_Pekalongan.jpg/1200px-Soto_Pekalongan.jpg
1394;Soto pekalongan masakan;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;https://www.topwisata.info/wp-content/uploads/2021/12/Soto-Tauto-Pekalongan-1.jpg
1395;Soto pemalang;Tidak;Daging Sapi;Makanan Berat;Rebus;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;https://asset.kompas.com/crops/rbZHMSzMnCj8gCzzJgpa0pias8c=/119x51:919x584/750x500/data/photo/2023/06/08/6481cdc95f748.jpg
1396;Soto pemalang masakan;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;https://i0.wp.com/bogor-today.com/wp-content/uploads/2022/09/87456.jpg
1397;Soto sukaraja;Tidak;Daging Sapi;Makanan Berat;Rebus;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;https://upload.wikimedia.org/wikipedia/commons/0/07/Soto_Sokaraja.jpg
1398;Soto sukaraja masakan;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;https://www.piknikdong.com/wp-content/uploads/2021/04/Resep-Soto-Sokaraja.jpg
1399;Soto sulung;Tidak;Daging Sapi;Makanan Berat;Rebus;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;https://asset.kompas.com/crops/83G62Q1xS9k0ireKAKc1SeiAiDU=/0x216:664x658/750x500/data/photo/2023/07/05/64a4aee1daaf7.jpeg
1400;Soto sulung masakan;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;https://www.primarasa.co.id/images/images/Soto%20sulung%20artikel%281%29.jpg
1401;Soto tanpa Daging;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;https://resepkoki.id/wp-content/uploads/2019/11/Soto-Ayam-Bening.jpg
1402;Soun goring;;;;;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;https://asset.kompas.com/crops/Fpt2bk1vleJiLQaMJhp6z2Uemmk=/0x0:1000x667/750x500/data/photo/2021/10/13/6166c053094c3.jpg
1403;Spaghetti;;;;;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;https://awsimages.detik.net.id/community/media/visual/2022/12/16/resep-spaghetti-ayam-saus-tomat_43.jpeg?w=1200
1404;Srikaya;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://images.tokopedia.net/blog-tokopedia-com/uploads/2021/02/Manfaat-Buah-Srikaya-untuk-Kesehatan.jpg
1405;Srikaya, Segar;Tidak;Buah;Makanan Ringan;Mentah;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://asset-2.tstatic.net/jogja/foto/bank/images/8-manfaat-mengonsumsi-buah-srikaya.jpg
1406;Sukiyaki masakan;;;;;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;https://www.masakapahariini.com/wp-content/uploads/2022/05/sukiyaki-praktis.jpg
1407;Sukun muda segar;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://blog.titipku.com/wp-content/uploads/2019/08/27891195_273863213147902_7929265216242581504_n-300x300.jpg
1408;Sukun tua segar;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cf.shopee.co.id/file/f43b5d5a9dd930d9954b304579ed3865
1409;Sus vla;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;https://cdn1-production-images-kly.akamaized.net/5WqC-zNbAlCk55QnlmGqJS4QVzs=/800x1066/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3272367/original/061611100_1603169722-Resep-KueSusuVla-Vanila-Susu.jpg
1410;Susu asam untuk bayi bubuk;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1535275935/ctbvshsk4dqp293ivbec.jpg
1411;Susu bubuk;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;https://asset.kompas.com/crops/JH48SvD1Mh2-p1G2lmViLdqVQ3c=/0x0:997x665/750x500/data/photo/2022/07/13/62ce704885550.jpg
1412;Susu Kambing;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;https://cdn.hellosehat.com/2019/04/0301a50d-shutterstock_1082562986-e1616553170498.jpg?w=828&q=75
1413;Susu Kedelai;;;;;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.astronauts.id/blog/wp-content/uploads/2022/11/Ini-Keunggulan-Susu-Kedelai-Dibanding-Susu-Sapi-yang-Tidak-Banyak-Orang-Tahu-1200x900.jpg
1414;Susu Kental Manis;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;https://asset.kompas.com/crops/C220cRbRPu0EoI8SMHWr0HeFGuU=/0x0:750x500/750x500/data/photo/2022/06/03/6299dc0edf868.jpg
1415;Susu Kental Tak Manis;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;https://res.cloudinary.com/dk0z4ums3/image/upload/v1627294463/attached_image/menakar-jumlah-kalori-kental-manis.jpg
1416;Susu Kerbau;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;https://img.okezone.com/content/2018/06/01/481/1905351/tak-kalah-dari-sapi-minum-susu-kerbau-bisa-turunkan-kolesterol-jahat-xdwHF7iYmc.jpeg
1417;Susu Sapi;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;https://awsimages.detik.net.id/community/media/visual/2022/01/16/ciri-ciri-susu-sapi-segar-sudah-basi-1.jpeg?w=1200
1418;Susu skim;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;https://img.id.my-best.com/product_images/db6c0ac272bd71d28fca8e7c26adc159.jpeg?ixlib=rails-4.3.1&q=70&lossless=0&w=800&h=800&fit=clip&s=5b328a601280fe5dfa91d7721fc53b71
1419;Susu Skim (tak berlemak);;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.frieslandcampinainstitute.com/uploads/sites/23/2023/01/Bottle-and-glass-of-milk-1540x1540-1.jpg
1420;Susu skim bubuk;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;https://nilaigizi.com/assets/images/produk/produk_1535867844.jpg
1421;Susu skim segar;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;https://ceklist.id/wp-content/uploads/2023/02/Merk-Susu-Skim.jpg
1422;Susupan;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2021/08/09/plant-leaf-flower-green-botany-f-20210809091749.jpg
1423;Suweg kukus;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;https://assets.kompasiana.com/items/album/2020/06/07/img-20200607-072648-5edcc27dd541df08575a4ac2.jpg
1424;Suweg mentah;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cdn.idntimes.com/content-images/post/20210303/jimikanda1-75d34d7a3b793cc5fa6a26da69daca26_600x400.png
1425;Suweg talas segar;;;;;0;0;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.greeners.co/wp-content/uploads/2015/11/Flora_Suweg_Berbau_Namun_Tinggi_Serat.jpg
1426;Suwir-suwir;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;https://inagi.co.id/wp-content/uploads/2023/03/Ayam-Suwir-Pedas-Awet.jpg
1427;Tahu;;;;;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://asset.kompas.com/crops/uYkv1kqUtpcan5FRV1iCLgCWf40=/0x0:1000x667/750x500/data/photo/2021/07/19/60f51d62438f6.jpg
1428;Tahu bacem;;;;;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;https://o-cdn-cas.sirclocdn.com/parenting/images/96002859_1130084454019351_1058764.width-800.format-webp.webp
1429;Tahu goreng;;;;Goreng;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/33285f91f3b22e50/1200x630cq70/photo.jpg
1430;Tahu goring;;;;;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/74d188a61126303f/680x482cq70/tahu-goreng-klaten-foto-resep-utama.jpg
1431;Tahu isi;;;;;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;https://img.okezone.com/content/2020/03/04/298/2178157/camilan-malam-resep-tahu-isi-kriuknya-nagih-GL1B2BcyiK.jpg
1432;Tahu sumedang;;;;;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;https://awsimages.detik.net.id/community/media/visual/2022/03/20/tahu-sumedang-3_43.jpeg?w=1200
1433;Tahu telur;;;;;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://resepkoki.id/wp-content/uploads/2021/09/Resep-Tahu-Telur.jpg
1434;Takwa;;;;;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cdn.idntimes.com/content-images/community/2020/10/118291206-1002092246870647-2962160802061132133-n-1-5c6484eccc2b0af148d9d1c7e92d2417.jpg
1435;Talam hijau;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://kurio-img.kurioapps.com/20/04/24/d6d54b73-873a-4d18-b929-75b889d324f9.jpeg
1436;Talas bogor kukus;;;;;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/efaf364743906d68/680x482cq70/urab-talas-bogor-kukus-foto-resep-utama.jpg
1437;Talas pontianak segar;;;;;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://idnmedis.com/wp-content/uploads/2020/05/talas-pontianak.jpg
1438;Talas Rebus;;;;;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/90c5e5bfddb5d45d/680x482cq70/talas-goreng-versi-rebus-foto-resep-utama.jpg
1439;Talas viqueque segar;;;;;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://filebroker-cdn.lazada.co.id/kf/S36df2a3bd2044060b1b78bd604a0d0343.jpg
1440;Tales kukus;;;;;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;https://img-global.cpcdn.com/recipes/4d7f0cb55d14e0f7/1200x630cq70/photo.jpg
1441;Tales mentah;;;;;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://asset.kompas.com/crops/vYFaxgHARhcHnYdEFwCFjqrKG-I=/0x7:640x434/780x390/data/photo/2020/12/21/5fe0650372553.jpeg
1442;Taoco;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;https://asset-a.grid.id/crop/0x0:0x0/780x800/photo/bobofoto/original/4090_bumbu-taoco-hasil-fermentasi-kedelai-foto-resepkokiid.jpg
1443;Taoge goreng;;;;Goreng;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;https://img.kurio.network/bmizo0RfhrurmaxfSXqouGMMD2s=/1200x900/filters:quality(80)/https://kurio-img.kurioapps.com/21/03/26/55ee220c-cf46-492e-8d45-58bc5fd972b2.jpe
1444;Taoge kacang kedelai segar;;;;;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/10/9/b10822c1-c409-49e0-af47-21f97ea066ce.jpg
1445;Taoge seduh;;;;;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;https://cdn0-production-images-kly.akamaized.net/-77hgKOWZanv0lvl_cqqeAG1VZo=/303x0:1636x1333/1200x1200/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3330261/original/062050000_1608607406-tumisan.jpg
1446;Taoge segar;;;;;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://res.cloudinary.com/dk0z4ums3/image/upload/v1630045137/attached_image/di-balik-manfaat-toge-kenali-bahaya-dan-cara-mengonsumsinya.jpg
1447;Taokoa;;;;;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/IDITE2021111912351603278/detail/menueditor_item_e1237876ae9e45b29d3acb67ec0e20c1_1637325144124368426.webp
1448;Tapai beras;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;https://assets-a1.kompasiana.com/items/album/2018/12/14/gambut-2-5c13825843322f55871e7493.jpg?t=o&v=780
1449;Tapai ketan hitam;;;;;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/11/14105431/Adakah-Manfaat-Tape-Ketan-Hitam-bagi-Kesehatan-Ini-Faktanya.jpg
1450;Tapai ketan putih;;;;;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/05/16/275251457.jpg
1451;Tapai singkong;;;;;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;https://res.cloudinary.com/dk0z4ums3/image/upload/v1674095060/attached_image/7-manfaat-tape-singkong-untuk-kesehatan-yang-perlu-diketahui.jpg
1452;Tape singkong;;;;;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;https://res.cloudinary.com/dk0z4ums3/image/upload/v1674095060/attached_image/7-manfaat-tape-singkong-untuk-kesehatan-yang-perlu-diketahui.jpg
1453;Tauco;Tidak;Kedelai;Makanan Berat;Mentah;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;https://upload.wikimedia.org/wikipedia/commons/3/3d/Theu-chiong_Bangka_Douchi.JPG
1454;Tauco cap DAS cake;;;;;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;https://images.tokopedia.net/img/cache/700/VqbcmM/2021/8/9/d62d5182-bae6-4679-a274-61c273ed1d2e.jpg
1455;Tauge goring;;;;;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;https://www.dapurkobe.co.id/wp-content/uploads/tauge-goreng-bogor.jpg
1456;Tauji cap singa;;;;;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTz6GB9p8gcMwSb6D2DeobvcftuMyU0dTpJvSF_3e-Cem05oOv-h9InQB9WZUHEz50fWSo&usqp=CAU
1457;Tebu Terubuk;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.mongabay.co.id/wp-content/uploads/2022/03/Sayur-lilin1-768x512.jpg
1458;Tedong pallu basa masakan;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;https://asset.kompas.com/crops/umv3qaizqafuWSMx2OBnveCqTE4=/0x0:1000x667/750x500/data/photo/2021/03/06/6043b395197ed.jpg
1459;Teh;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;https://cdn1-production-images-kly.akamaized.net/0mr7Bl0tJoy6whDPHW46kSVfb_k=/973x0:4142x3169/1200x1200/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/2981642/original/004479000_1575020680-peppermint-tea-on-teacup-1417945.jpg
1460;Teh hijau daun kering;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;https://nilaigizi.com/assets/images/produk/produk_1535874581.jpg
1461;Teh melati daun kering;;;;;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/grid/original/63018_teh-melati.jpg
1462;Tekokak;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://redaksi.inibaru.id/nuploads/4/takokak2.jpg
1463;Tekokak kering;;;;;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://m.andrafarm.com/_andra_farm/gambar_kelompok/a158.jpg
1464;Tekwan;Tidak;Ikan;Makanan Berat;Rebus;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2023/07/17030726/X-Resep-Tekwan-untuk-Sarapan-Bantu-Aktivitas-Lancar-Seharian-.jpg.webp
1465;Telur asin rebus;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;https://img-global.cpcdn.com/recipes/704d478837326da1/400x400cq70/photo.jpg
1466;Telur Ayam;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;https://asset.kompas.com/crops/WYVtX9H9wYlXZDwLmMqHiw2ZJc4=/0x7:740x500/750x500/data/photo/2020/11/13/5fae4aae98da3.jpg
1467;Telur Ayam bagian kuning;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;https://assets.hops.id/crop/0x0:0x0/750x500/webp/photo/hops/2020/08/different-egg-yolk-colors.jpg
1468;Telur Ayam bagian putih;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;https://res.cloudinary.com/dk0z4ums3/image/upload/v1539314113/attached_image/beragam-khasiat-putih-telur-yang-bisa-didapatkan-tubuh.jpg
1469;Telur Ayam ceplok;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;https://asset.kompas.com/crops/iCoT-Kr0xhu1V1MGOEhihIfgbYk=/0x0:498x332/750x500/data/photo/2020/02/07/5e3d3ae57251e.jpg
1470;Telur Ayam dadar;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;https://awsimages.detik.net.id/community/media/visual/2022/05/07/resep-telur-dadar-ayam_43.jpeg?w=700&q=90
1471;Telur ayam kampung;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;https://asset.kompas.com/crops/2pq3Gh9tB33koJG0i3C9Bd65utQ=/0x0:1000x667/750x500/data/photo/2020/07/11/5f0970bc01fd5.jpg
